mu,phi
0.0,5.0
0.0,5.0
0.6169773581991439,4.832258849025853
-1.7038191335161526,4.670284395709814
-1.4614368213940965,4.173217391362172
-1.4614368213940965,4.173217391362172
-1.4614368213940965,4.173217391362172
-1.5343312432511749,3.3528508503493684
-1.5343312432511749,3.3528508503493684
-1.5343312432511749,3.3528508503493684
-0.4492869335891305,2.7014979578371303
-0.4492869335891305,2.7014979578371303
-0.4492869335891305,2.7014979578371303
-0.4492869335891305,2.7014979578371303
-0.8866801184680102,2.467601171196569
-0.8866801184680102,2.467601171196569
-0.8866801184680102,2.467601171196569
-0.8866801184680102,2.467601171196569
-0.8866801184680102,2.467601171196569
-1.8256570192177182,2.36909747313849
-2.2544615843359375,2.225103340382206
-2.2544615843359375,2.225103340382206
-2.073081470540657,2.100869982920078
-2.073081470540657,2.100869982920078
-2.1727401003741567,1.9620587064767228
-2.1727401003741567,1.9620587064767228
-0.6867660336439438,1.7890362616347564
-0.6867660336439438,1.7890362616347564
-0.14571242096561177,1.7016783585791957
-0.14571242096561177,1.7016783585791957
-0.14571242096561177,1.7016783585791957
-0.5791808034997082,1.6560622069933397
-0.5791808034997082,1.6560622069933397
-0.20572737692574383,1.589180765064146
1.0976847513842833,1.5287906607236184
1.0976847513842833,1.5287906607236184
2.727979593512284,1.4802426554348607
3.259352864735067,1.4837374655494229
3.3654075826724505,1.479739500525307
3.3654075826724505,1.479739500525307
3.4247583510949937,1.4777801695690902
4.474691079488001,1.4075927699918407
4.474691079488001,1.4075927699918407
5.091415177500831,1.2512313290293149
4.766263383842568,1.060360719701994
6.505644686588198,0.9751290057442003
6.505644686588198,0.9751290057442003
5.293878882025128,0.857718289712988
5.293878882025128,0.857718289712988
5.293878882025128,0.857718289712988
4.2498334057780465,0.8479756106694549
4.2498334057780465,0.8479756106694549
3.662090688940287,0.8109305113554465
3.662090688940287,0.8109305113554465
4.066895522898557,0.7634822713167454
4.066895522898557,0.7634822713167454
4.67472120841887,0.7600962400866911
4.67472120841887,0.7600962400866911
4.67472120841887,0.7600962400866911
4.67472120841887,0.7600962400866911
3.8375075862302808,0.6965529348742191
3.8375075862302808,0.6965529348742191
2.735379394808372,0.6457537241339345
0.9737321164126695,0.6281363134702558
0.377455490528823,0.5105558794757984
0.377455490528823,0.5105558794757984
0.377455490528823,0.5105558794757984
-0.775339286593647,0.4604420539540744
-0.775339286593647,0.4604420539540744
-0.775339286593647,0.4604420539540744
-0.775339286593647,0.4604420539540744
-0.775339286593647,0.4604420539540744
-1.3544784128188123,0.4105207267006645
-1.3544784128188123,0.4105207267006645
-0.3682137019625934,0.38448375712141203
-0.3682137019625934,0.38448375712141203
-0.3682137019625934,0.38448375712141203
-0.3682137019625934,0.38448375712141203
-0.3682137019625934,0.38448375712141203
-0.49109074466325964,0.38070350539523196
-0.49109074466325964,0.38070350539523196
-0.49109074466325964,0.38070350539523196
-0.49109074466325964,0.38070350539523196
-0.4462113837680939,0.3702862629449253
-0.48782551209736685,0.3134848605302607
-1.7199654532682713,0.3033270568863448
-1.7199654532682713,0.3033270568863448
-1.7199654532682713,0.3033270568863448
-1.7199654532682713,0.3033270568863448
-1.7199654532682713,0.3033270568863448
-1.7199654532682713,0.3033270568863448
-1.6113829016502432,0.294783874058138
-0.40093802218604657,0.28757794232108114
-2.240986112259426,0.25782463499718694
-2.240986112259426,0.25782463499718694
-4.250998990829941,0.2455617439230627
-4.250998990829941,0.2455617439230627
-4.250998990829941,0.2455617439230627
-3.8656772225252363,0.22253922755179606
-3.408461907202741,0.21858866827403542
-3.408461907202741,0.21858866827403542
-2.140740639394549,0.21420932045683205
-3.1463537913625554,0.2007804770984088
