mu,phi
0.0,5.0
0.4260885721558419,5.0
0.4260885721558419,4.546349956441284
0.4260885721558419,4.546349956441284
0.6967851163852096,4.376698184324595
0.6967851163852096,4.055777542836759
0.6967851163852096,3.6475780509491837
1.2347445548921754,3.639118890745262
1.2347445548921754,3.1419527710813253
1.6256443942843182,2.9159525906055683
1.9713099540545118,2.9159525906055683
1.9713099540545118,2.5546094898665843
1.9713099540545118,2.5546094898665843
2.2401074661340945,2.3220763399914675
3.10001214732484,2.3220763399914675
3.145643963317693,2.3220763399914675
3.145643963317693,2.3220763399914675
3.6379851506345053,2.1540062707219403
3.6379851506345053,2.104240174496022
4.353919529935072,2.0564723715312616
4.450964157200534,2.0564723715312616
4.824071920594596,1.9308068635939855
4.824071920594596,1.9308068635939855
5.667332817020276,1.9308068635939855
5.667332817020276,1.9308068635939855
6.1974976465773155,1.735235858633375
6.1974976465773155,1.724924453615233
6.498377961363339,1.6318263116460008
6.638589386119296,1.6318263116460008
6.638589386119296,1.540320760628926
7.168816553890788,1.540320760628926
7.168816553890788,1.4073371519841906
8.140679767563437,1.4073371519841906
9.50654217965809,1.4073371519841906
9.686127778201062,1.4073371519841906
9.686127778201062,1.343968785178564
10.253767223960455,1.343968785178564
10.253767223960455,1.2582972159355479
10.253767223960455,1.2244458769791822
10.253767223960455,1.2241784390228976
10.253767223960455,1.2241784390228976
10.253767223960455,1.2241784390228976
10.253767223960455,1.053320293818357
10.253767223960455,1.053320293818357
10.253767223960455,1.053320293818357
10.490801841235339,1.053320293818357
10.622998474452192,1.053320293818357
10.987791115551657,1.053320293818357
11.962308654707389,0.9216810987782819
12.40733320985156,0.9216810987782819
12.528351290181337,0.9216810987782819
12.528351290181337,0.9188032847016225
12.655788134122986,0.8822869168969775
12.696214613769243,0.7659310535125293
12.696214613769243,0.7659310535125293
12.696214613769243,0.7538047544777017
12.696214613769243,0.7435296777617335
12.696214613769243,0.7435296777617335
12.86449344063449,0.610318699096714
12.901149160021827,0.610318699096714
13.120970781188916,0.610318699096714
13.618612119729079,0.6086515491816795
13.853685396896674,0.6086515491816795
13.853685396896674,0.5992121385364068
13.853685396896674,0.5738382329107625
13.853685396896674,0.5738382329107625
13.853685396896674,0.5570257521029693
13.853685396896674,0.4234097021551097
13.8952415081894,0.39011418647782875
13.8952415081894,0.35591255321771326
13.8952415081894,0.33676884230347043
13.8952415081894,0.33676884230347043
14.199728047960862,0.2895472187730712
14.906277568784219,0.28101876392105307
14.906277568784219,0.22997520747603944
14.906277568784219,0.22997520747603944
15.198173525898133,0.22997520747603944
15.723477728606541,0.22389873637473393
15.723477728606541,0.2238008987542121
15.735389330035288,0.21676175713784254
15.735389330035288,0.18077367646752224
15.735389330035288,0.16869281283723933
15.735389330035288,0.15527714751025293
15.735389330035288,0.13054341637484315
15.735389330035288,0.13054341637484315
16.267672648154406,0.13054341637484315
16.27825150178225,0.13054341637484315
16.310265867014994,0.13054341637484315
17.075119147991096,0.13054341637484315
17.075119147991096,0.11923135490390158
17.075119147991096,0.11028776472172903
17.17925864405252,0.11028776472172903
17.17925864405252,0.11028776472172903
17.17925864405252,0.1050825020681399
17.44514733876274,0.10404180309120446
17.61001312503539,0.10212137944909583
18.163707545331587,0.09108778171917899
18.163707545331587,0.0853354605726472
18.644095183474413,0.08487763979880843
19.137828496122406,0.08487763979880843
19.137828496122406,0.08487763979880843
19.137828496122406,0.08310449646617586
19.137828496122406,0.07772867779296315
19.137828496122406,0.07247752233264813
19.577866075707384,0.07247752233264813
19.869150800130868,0.07247752233264813
19.869150800130868,0.07247752233264813
20.207082727621973,0.06761758083127833
20.565968189581113,0.050078941150798154
21.202335497591797,0.050078941150798154
21.391155100701894,0.04346950718246274
21.391155100701894,0.0413444214698612
21.391155100701894,0.0413444214698612
22.247109945453385,0.0413444214698612
22.287096013312922,0.04130547718130062
22.83170786396078,0.04130547718130062
22.83170786396078,0.04130547718130062
22.83170786396078,0.04062779655401186
23.361132846839734,0.04062779655401186
23.627011896661894,0.03764727917443014
23.627011896661894,0.03632177827710417
23.627011896661894,0.03632177827710417
23.627011896661894,0.03632177827710417
24.265322458878263,0.03632177827710417
24.858064849874637,0.03632177827710417
25.013330119920557,0.034207682952489556
25.013330119920557,0.03183136177195514
25.013330119920557,0.03183136177195514
25.230929734287418,0.03183136177195514
25.230929734287418,0.03149999713779727
25.230929734287418,0.026764085412576535
25.948513635039042,0.02138931581118981
25.948513635039042,0.02138931581118981
25.948513635039042,0.020975429370050185
26.57406700452386,0.018966397102050517
26.69447585742838,0.018966397102050517
26.69447585742838,0.018855834631220224
26.69447585742838,0.018855834631220224
26.999516307945242,0.0180712681233432
27.633403098741436,0.0180712681233432
27.633403098741436,0.016375582523524685
28.15225738074589,0.016375582523524685
28.15225738074589,0.015551380179215509
28.152744644154293,0.013641977618736362
28.173151174169135,0.013641977618736362
28.173151174169135,0.01236334110426124
28.791529078025608,0.01236334110426124
28.791529078025608,0.01236334110426124
29.293926053903736,0.011111570502451098
29.293926053903736,0.011111570502451098
29.293926053903736,0.010266209231213207
29.293926053903736,0.010266209231213207
29.895336659229176,0.010266209231213207
29.895336659229176,0.009054225023452218
